_id,service_id,flight_id,service_type,service_time,status
685abfcf0f1531c3d1c75715,S01569,FL00523,Boarding,2023-11-19T16:00:00,Cancelled
685abfcf0f1531c3d1c75716,S01570,FL00524,Security Check,2023-09-29T20:00:00,In Progress
685abfcf0f1531c3d1c75717,S01571,FL00524,Baggage Handling,2023-09-29T20:00:00,In Progress
685abfcf0f1531c3d1c75718,S01572,FL00524,Boarding,2023-09-29T21:00:00,In Progress
685abfcf0f1531c3d1c75719,S01573,FL00525,Security Check,2023-05-15T07:00:00,Cancelled
685abfcf0f1531c3d1c7571a,S01574,FL00525,Baggage Handling,2023-05-15T08:00:00,In Progress
685abfcf0f1531c3d1c7571b,S01575,FL00525,Boarding,2023-05-15T07:00:00,In Progress
685abfcf0f1531c3d1c7571c,S01576,FL00526,Security Check,2023-06-26T10:00:00,Cancelled
685abfcf0f1531c3d1c7571d,S01577,FL00526,Baggage Handling,2023-06-26T10:00:00,Cancelled
685abfcf0f1531c3d1c7571e,S01578,FL00526,Boarding,2023-06-26T10:00:00,In Progress
685abfcf0f1531c3d1c7571f,S01579,FL00527,Security Check,2023-04-14T16:00:00,Cancelled
685abfcf0f1531c3d1c75720,S01580,FL00527,Baggage Handling,2023-04-14T17:00:00,In Progress
685abfcf0f1531c3d1c75721,S01581,FL00527,Boarding,2023-04-14T19:00:00,Cancelled
685abfcf0f1531c3d1c75722,S01582,FL00528,Security Check,2023-04-01T22:00:00,Cancelled
685abfcf0f1531c3d1c75723,S01583,FL00528,Baggage Handling,2023-04-01T22:00:00,Cancelled
685abfcf0f1531c3d1c75724,S01584,FL00528,Boarding,2023-04-02T00:00:00,In Progress
685abfcf0f1531c3d1c75725,S01585,FL00529,Security Check,2023-04-15T10:00:00,In Progress
685abfcf0f1531c3d1c75726,S01586,FL00529,Baggage Handling,2023-04-15T11:00:00,Completed
685abfcf0f1531c3d1c75727,S01587,FL00529,Boarding,2023-04-15T11:00:00,In Progress
685abfcf0f1531c3d1c75728,S01588,FL00530,Security Check,2023-04-09T03:00:00,In Progress
685abfcf0f1531c3d1c75729,S01589,FL00530,Baggage Handling,2023-04-09T03:00:00,Cancelled
685abfcf0f1531c3d1c7572a,S01590,FL00530,Boarding,2023-04-09T01:00:00,Completed
685abfcf0f1531c3d1c7572b,S01591,FL00531,Security Check,2023-11-20T11:00:00,Cancelled
685abfcf0f1531c3d1c7572c,S01592,FL00531,Baggage Handling,2023-11-20T08:00:00,In Progress
685abfcf0f1531c3d1c7572d,S01593,FL00531,Boarding,2023-11-20T09:00:00,In Progress
685abfcf0f1531c3d1c7572e,S01594,FL00532,Security Check,2023-08-13T11:00:00,Cancelled
685abfcf0f1531c3d1c7572f,S01595,FL00532,Baggage Handling,2023-08-13T12:00:00,In Progress
685abfcf0f1531c3d1c75730,S01596,FL00532,Boarding,2023-08-13T10:00:00,In Progress
685abfcf0f1531c3d1c75731,S01597,FL00533,Security Check,2023-01-11T10:00:00,In Progress
685abfcf0f1531c3d1c75732,S01598,FL00533,Baggage Handling,2023-01-11T13:00:00,In Progress
685abfcf0f1531c3d1c75733,S01599,FL00533,Boarding,2023-01-11T11:00:00,Cancelled
685abfcf0f1531c3d1c75734,S01600,FL00534,Security Check,2023-10-15T09:00:00,Completed
685abfcf0f1531c3d1c75735,S01601,FL00534,Baggage Handling,2023-10-15T09:00:00,In Progress
685abfcf0f1531c3d1c75736,S01602,FL00534,Boarding,2023-10-15T07:00:00,In Progress
685abfcf0f1531c3d1c75737,S01603,FL00535,Security Check,2023-06-03T05:00:00,Completed
685abfcf0f1531c3d1c75738,S01604,FL00535,Baggage Handling,2023-06-03T06:00:00,Cancelled
685abfcf0f1531c3d1c75739,S01605,FL00535,Boarding,2023-06-03T06:00:00,Cancelled
685abfcf0f1531c3d1c7573a,S01606,FL00536,Security Check,2023-12-29T13:00:00,Completed
685abfcf0f1531c3d1c7573b,S01607,FL00536,Baggage Handling,2023-12-29T14:00:00,Completed
685abfcf0f1531c3d1c7573c,S01608,FL00536,Boarding,2023-12-29T13:00:00,Completed
685abfcf0f1531c3d1c7573d,S01609,FL00537,Security Check,2023-09-05T08:00:00,Cancelled
685abfcf0f1531c3d1c7573e,S01610,FL00537,Baggage Handling,2023-09-05T08:00:00,Cancelled
685abfcf0f1531c3d1c7573f,S01611,FL00537,Boarding,2023-09-05T07:00:00,Cancelled
685abfcf0f1531c3d1c75740,S01612,FL00538,Security Check,2023-08-14T18:00:00,Completed
685abfcf0f1531c3d1c75741,S01613,FL00538,Baggage Handling,2023-08-14T21:00:00,Cancelled
685abfcf0f1531c3d1c75742,S01614,FL00538,Boarding,2023-08-14T18:00:00,Completed
685abfcf0f1531c3d1c75743,S01615,FL00539,Security Check,2023-03-06T13:00:00,Cancelled
685abfcf0f1531c3d1c75744,S01616,FL00539,Baggage Handling,2023-03-06T12:00:00,Completed
685abfcf0f1531c3d1c75745,S01617,FL00539,Boarding,2023-03-06T15:00:00,In Progress
685abfcf0f1531c3d1c75746,S01618,FL00540,Security Check,2023-06-23T03:00:00,Completed
685abfcf0f1531c3d1c75747,S01619,FL00540,Baggage Handling,2023-06-23T00:00:00,Completed
685abfcf0f1531c3d1c75748,S01620,FL00540,Boarding,2023-06-23T01:00:00,Cancelled
685abfcf0f1531c3d1c75749,S01621,FL00541,Security Check,2023-04-22T04:00:00,In Progress
685abfcf0f1531c3d1c7574a,S01622,FL00541,Baggage Handling,2023-04-22T04:00:00,Completed
685abfcf0f1531c3d1c7574b,S01623,FL00541,Boarding,2023-04-22T06:00:00,Cancelled
685abfcf0f1531c3d1c7574c,S01624,FL00542,Security Check,2023-05-02T12:00:00,Cancelled
685abfcf0f1531c3d1c7574d,S01625,FL00542,Baggage Handling,2023-05-02T14:00:00,In Progress
685abfcf0f1531c3d1c7574e,S01626,FL00542,Boarding,2023-05-02T15:00:00,Completed
685abfcf0f1531c3d1c7574f,S01627,FL00543,Security Check,2023-12-20T01:00:00,Completed
685abfcf0f1531c3d1c75750,S01628,FL00543,Baggage Handling,2023-12-20T02:00:00,Completed
685abfcf0f1531c3d1c75751,S01629,FL00543,Boarding,2023-12-20T01:00:00,Completed
685abfcf0f1531c3d1c75752,S01630,FL00544,Security Check,2023-02-10T10:00:00,Cancelled
685abfcf0f1531c3d1c75753,S01631,FL00544,Baggage Handling,2023-02-10T13:00:00,Completed
685abfcf0f1531c3d1c75754,S01632,FL00544,Boarding,2023-02-10T11:00:00,In Progress
685abfcf0f1531c3d1c75755,S01633,FL00545,Security Check,2023-06-05T03:00:00,Completed
685abfcf0f1531c3d1c75756,S01634,FL00545,Baggage Handling,2023-06-05T01:00:00,In Progress
685abfcf0f1531c3d1c75757,S01635,FL00545,Boarding,2023-06-05T01:00:00,In Progress
685abfcf0f1531c3d1c75758,S01636,FL00546,Security Check,2023-07-03T01:00:00,Completed
685abfcf0f1531c3d1c75759,S01637,FL00546,Baggage Handling,2023-07-03T04:00:00,Completed
685abfcf0f1531c3d1c7575a,S01638,FL00546,Boarding,2023-07-03T02:00:00,Completed
685abfcf0f1531c3d1c7575b,S01639,FL00547,Security Check,2023-07-29T04:00:00,Cancelled
685abfcf0f1531c3d1c7575c,S01640,FL00547,Baggage Handling,2023-07-29T07:00:00,Cancelled
685abfcf0f1531c3d1c7575d,S01641,FL00547,Boarding,2023-07-29T05:00:00,In Progress
685abfcf0f1531c3d1c7575e,S01642,FL00548,Security Check,2023-07-30T01:00:00,Cancelled
685abfcf0f1531c3d1c7575f,S01643,FL00548,Baggage Handling,2023-07-30T00:00:00,In Progress
685abfcf0f1531c3d1c75760,S01644,FL00548,Boarding,2023-07-30T02:00:00,Cancelled
685abfcf0f1531c3d1c75761,S01645,FL00549,Security Check,2023-09-03T18:00:00,In Progress
685abfcf0f1531c3d1c75762,S01646,FL00549,Baggage Handling,2023-09-03T17:00:00,Completed
685abfcf0f1531c3d1c75763,S01647,FL00549,Boarding,2023-09-03T18:00:00,Completed
685abfcf0f1531c3d1c75764,S01648,FL00550,Security Check,2023-12-27T03:00:00,Completed
685abfcf0f1531c3d1c75765,S01649,FL00550,Baggage Handling,2023-12-27T01:00:00,Completed
685abfcf0f1531c3d1c75766,S01650,FL00550,Boarding,2023-12-27T01:00:00,In Progress
685abfcf0f1531c3d1c75767,S01651,FL00551,Security Check,2023-02-09T06:00:00,Cancelled
685abfcf0f1531c3d1c75768,S01652,FL00551,Baggage Handling,2023-02-09T08:00:00,In Progress
685abfcf0f1531c3d1c75769,S01653,FL00551,Boarding,2023-02-09T07:00:00,Cancelled
685abfcf0f1531c3d1c7576a,S01654,FL00552,Security Check,2023-02-16T17:00:00,Completed
685abfcf0f1531c3d1c7576b,S01655,FL00552,Baggage Handling,2023-02-16T17:00:00,In Progress
685abfcf0f1531c3d1c7576c,S01656,FL00552,Boarding,2023-02-16T17:00:00,In Progress
685abfcf0f1531c3d1c7576d,S01657,FL00553,Security Check,2023-02-11T20:00:00,Cancelled
685abfcf0f1531c3d1c7576e,S01658,FL00553,Baggage Handling,2023-02-11T19:00:00,Cancelled
685abfcf0f1531c3d1c7576f,S01659,FL00553,Boarding,2023-02-11T20:00:00,Cancelled
685abfcf0f1531c3d1c75770,S01660,FL00554,Security Check,2023-07-06T11:00:00,In Progress
685abfcf0f1531c3d1c75771,S01661,FL00554,Baggage Handling,2023-07-06T13:00:00,In Progress
685abfcf0f1531c3d1c75772,S01662,FL00554,Boarding,2023-07-06T11:00:00,In Progress
685abfcf0f1531c3d1c75773,S01663,FL00555,Security Check,2023-07-08T21:00:00,Cancelled
685abfcf0f1531c3d1c75774,S01664,FL00555,Baggage Handling,2023-07-08T22:00:00,Cancelled
685abfcf0f1531c3d1c75775,S01665,FL00555,Boarding,2023-07-08T19:00:00,Cancelled
685abfcf0f1531c3d1c75776,S01666,FL00556,Security Check,2023-04-05T01:00:00,Completed
685abfcf0f1531c3d1c75777,S01667,FL00556,Baggage Handling,2023-04-05T00:00:00,In Progress
685abfcf0f1531c3d1c75778,S01668,FL00556,Boarding,2023-04-05T03:00:00,Cancelled
685abfcf0f1531c3d1c75779,S01669,FL00557,Security Check,2023-08-18T17:00:00,Cancelled
685abfcf0f1531c3d1c7577a,S01670,FL00557,Baggage Handling,2023-08-18T16:00:00,In Progress
685abfcf0f1531c3d1c7577b,S01671,FL00557,Boarding,2023-08-18T17:00:00,In Progress
685abfcf0f1531c3d1c7577c,S01672,FL00558,Security Check,2023-11-30T05:00:00,Completed
685abfcf0f1531c3d1c7577d,S01673,FL00558,Baggage Handling,2023-11-30T04:00:00,Cancelled
685abfcf0f1531c3d1c7577e,S01674,FL00558,Boarding,2023-11-30T06:00:00,In Progress
685abfcf0f1531c3d1c7577f,S01675,FL00559,Security Check,2023-11-30T09:00:00,In Progress
685abfcf0f1531c3d1c75780,S01676,FL00559,Baggage Handling,2023-11-30T09:00:00,Completed
685abfcf0f1531c3d1c75781,S01677,FL00559,Boarding,2023-11-30T07:00:00,Cancelled
685abfcf0f1531c3d1c75782,S01678,FL00560,Security Check,2023-06-05T07:00:00,Cancelled
685abfcf0f1531c3d1c75783,S01679,FL00560,Baggage Handling,2023-06-05T05:00:00,Completed
685abfcf0f1531c3d1c75784,S01680,FL00560,Boarding,2023-06-05T04:00:00,Cancelled
685abfcf0f1531c3d1c75785,S01681,FL00561,Security Check,2023-01-28T11:00:00,Cancelled
685abfcf0f1531c3d1c75786,S01682,FL00561,Baggage Handling,2023-01-28T08:00:00,Cancelled
685abfcf0f1531c3d1c75787,S01683,FL00561,Boarding,2023-01-28T10:00:00,Completed
685abfcf0f1531c3d1c75788,S01684,FL00562,Security Check,2023-10-30T12:00:00,Completed
685abfcf0f1531c3d1c75789,S01685,FL00562,Baggage Handling,2023-10-30T13:00:00,In Progress
685abfcf0f1531c3d1c7578a,S01686,FL00562,Boarding,2023-10-30T11:00:00,In Progress
685abfcf0f1531c3d1c7578b,S01687,FL00563,Security Check,2023-03-31T15:00:00,Cancelled
685abfcf0f1531c3d1c7578c,S01688,FL00563,Baggage Handling,2023-03-31T14:00:00,Cancelled
685abfcf0f1531c3d1c7578d,S01689,FL00563,Boarding,2023-03-31T15:00:00,In Progress
685abfcf0f1531c3d1c7578e,S01690,FL00564,Security Check,2023-03-08T00:00:00,Cancelled
685abfcf0f1531c3d1c7578f,S01691,FL00564,Baggage Handling,2023-03-08T01:00:00,In Progress
685abfcf0f1531c3d1c75790,S01692,FL00564,Boarding,2023-03-08T01:00:00,Cancelled
685abfcf0f1531c3d1c75791,S01693,FL00565,Security Check,2023-02-18T17:00:00,Completed
685abfcf0f1531c3d1c75792,S01694,FL00565,Baggage Handling,2023-02-18T17:00:00,Completed
685abfcf0f1531c3d1c75793,S01695,FL00565,Boarding,2023-02-18T18:00:00,In Progress
685abfcf0f1531c3d1c75794,S01696,FL00566,Security Check,2023-11-24T21:00:00,Completed
685abfcf0f1531c3d1c75795,S01697,FL00566,Baggage Handling,2023-11-24T23:00:00,Cancelled
685abfcf0f1531c3d1c75796,S01698,FL00566,Boarding,2023-11-24T22:00:00,In Progress
685abfcf0f1531c3d1c75797,S01699,FL00567,Security Check,2023-09-06T11:00:00,In Progress
685abfcf0f1531c3d1c75798,S01700,FL00567,Baggage Handling,2023-09-06T12:00:00,Cancelled
685abfcf0f1531c3d1c75799,S01701,FL00567,Boarding,2023-09-06T13:00:00,Cancelled
685abfcf0f1531c3d1c7579a,S01702,FL00568,Security Check,2023-12-29T05:00:00,In Progress
685abfcf0f1531c3d1c7579b,S01703,FL00568,Baggage Handling,2023-12-29T06:00:00,Completed
685abfcf0f1531c3d1c7579c,S01704,FL00568,Boarding,2023-12-29T06:00:00,In Progress
685abfcf0f1531c3d1c7579d,S01705,FL00569,Security Check,2023-12-09T02:00:00,Completed
685abfcf0f1531c3d1c7579e,S01706,FL00569,Baggage Handling,2023-12-09T03:00:00,Completed
685abfcf0f1531c3d1c7579f,S01707,FL00569,Boarding,2023-12-09T01:00:00,Cancelled
685abfcf0f1531c3d1c757a0,S01708,FL00570,Security Check,2023-01-20T15:00:00,Cancelled
685abfcf0f1531c3d1c757a1,S01709,FL00570,Baggage Handling,2023-01-20T15:00:00,Cancelled
685abfcf0f1531c3d1c757a2,S01710,FL00570,Boarding,2023-01-20T12:00:00,Completed
685abfcf0f1531c3d1c757a3,S01711,FL00571,Security Check,2023-07-24T23:00:00,In Progress
685abfcf0f1531c3d1c757a4,S01712,FL00571,Baggage Handling,2023-07-24T22:00:00,In Progress
685abfcf0f1531c3d1c757a5,S01713,FL00571,Boarding,2023-07-24T23:00:00,Completed
685abfcf0f1531c3d1c757a6,S01714,FL00572,Security Check,2023-09-28T00:00:00,Cancelled
685abfcf0f1531c3d1c757a7,S01715,FL00572,Baggage Handling,2023-09-28T03:00:00,In Progress
685abfcf0f1531c3d1c757a8,S01716,FL00572,Boarding,2023-09-28T02:00:00,Cancelled
685abfcf0f1531c3d1c757a9,S01717,FL00573,Security Check,2023-06-13T21:00:00,Completed
685abfcf0f1531c3d1c757aa,S01718,FL00573,Baggage Handling,2023-06-13T22:00:00,In Progress
685abfcf0f1531c3d1c757ab,S01719,FL00573,Boarding,2023-06-13T23:00:00,Cancelled
685abfcf0f1531c3d1c757ac,S01720,FL00574,Security Check,2023-12-06T13:00:00,In Progress
685abfcf0f1531c3d1c757ad,S01721,FL00574,Baggage Handling,2023-12-06T14:00:00,Completed
685abfcf0f1531c3d1c757ae,S01722,FL00574,Boarding,2023-12-06T14:00:00,Cancelled
685abfcf0f1531c3d1c757af,S01723,FL00575,Security Check,2023-06-22T07:00:00,Completed
685abfcf0f1531c3d1c757b0,S01724,FL00575,Baggage Handling,2023-06-22T06:00:00,Cancelled
685abfcf0f1531c3d1c757b1,S01725,FL00575,Boarding,2023-06-22T06:00:00,Cancelled
685abfcf0f1531c3d1c757b2,S01726,FL00576,Security Check,2023-07-01T23:00:00,In Progress
685abfcf0f1531c3d1c757b3,S01727,FL00576,Baggage Handling,2023-07-01T20:00:00,Cancelled
685abfcf0f1531c3d1c757b4,S01728,FL00576,Boarding,2023-07-01T23:00:00,Cancelled
685abfcf0f1531c3d1c757b5,S01729,FL00577,Security Check,2023-07-24T01:00:00,Completed
685abfcf0f1531c3d1c757b6,S01730,FL00577,Baggage Handling,2023-07-24T01:00:00,In Progress
685abfcf0f1531c3d1c757b7,S01731,FL00577,Boarding,2023-07-24T02:00:00,Cancelled
685abfcf0f1531c3d1c757b8,S01732,FL00578,Security Check,2023-02-14T03:00:00,Completed
685abfcf0f1531c3d1c757b9,S01733,FL00578,Baggage Handling,2023-02-14T06:00:00,Completed
685abfcf0f1531c3d1c757ba,S01734,FL00578,Boarding,2023-02-14T03:00:00,Completed
685abfcf0f1531c3d1c757bb,S01735,FL00579,Security Check,2023-07-17T22:00:00,Cancelled
685abfcf0f1531c3d1c757bc,S01736,FL00579,Baggage Handling,2023-07-17T22:00:00,Completed
685abfcf0f1531c3d1c757bd,S01737,FL00579,Boarding,2023-07-17T21:00:00,Cancelled
685abfcf0f1531c3d1c757be,S01738,FL00580,Security Check,2023-03-20T23:00:00,Cancelled
685abfcf0f1531c3d1c757bf,S01739,FL00580,Baggage Handling,2023-03-20T22:00:00,Cancelled
685abfcf0f1531c3d1c757c0,S01740,FL00580,Boarding,2023-03-20T23:00:00,In Progress
685abfcf0f1531c3d1c757c1,S01741,FL00581,Security Check,2023-09-17T09:00:00,In Progress
685abfcf0f1531c3d1c757c2,S01742,FL00581,Baggage Handling,2023-09-17T10:00:00,In Progress
685abfcf0f1531c3d1c757c3,S01743,FL00581,Boarding,2023-09-17T10:00:00,In Progress
685abfcf0f1531c3d1c757c4,S01744,FL00582,Security Check,2023-12-23T14:00:00,Cancelled
685abfcf0f1531c3d1c757c5,S01745,FL00582,Baggage Handling,2023-12-23T15:00:00,Completed
685abfcf0f1531c3d1c757c6,S01746,FL00582,Boarding,2023-12-23T13:00:00,Completed
685abfcf0f1531c3d1c757c7,S01747,FL00583,Security Check,2023-07-24T01:00:00,Completed
685abfcf0f1531c3d1c757c8,S01748,FL00583,Baggage Handling,2023-07-24T00:00:00,Cancelled
685abfcf0f1531c3d1c757c9,S01749,FL00583,Boarding,2023-07-24T01:00:00,Completed
685abfcf0f1531c3d1c757ca,S01750,FL00584,Security Check,2023-01-06T21:00:00,In Progress
685abfcf0f1531c3d1c757cb,S01751,FL00584,Baggage Handling,2023-01-06T20:00:00,Completed
685abfcf0f1531c3d1c757cc,S01752,FL00584,Boarding,2023-01-06T21:00:00,In Progress
685abfcf0f1531c3d1c757cd,S01753,FL00585,Security Check,2023-03-14T05:00:00,Cancelled
685abfcf0f1531c3d1c757ce,S01754,FL00585,Baggage Handling,2023-03-14T02:00:00,Completed
685abfcf0f1531c3d1c757cf,S01755,FL00585,Boarding,2023-03-14T03:00:00,Cancelled
685abfcf0f1531c3d1c757d0,S01756,FL00586,Security Check,2023-10-02T02:00:00,In Progress
685abfcf0f1531c3d1c757d1,S01757,FL00586,Baggage Handling,2023-10-02T01:00:00,Cancelled
685abfcf0f1531c3d1c757d2,S01758,FL00586,Boarding,2023-10-02T01:00:00,In Progress
685abfcf0f1531c3d1c757d3,S01759,FL00587,Security Check,2023-11-09T03:00:00,Completed
685abfcf0f1531c3d1c757d4,S01760,FL00587,Baggage Handling,2023-11-09T06:00:00,In Progress
685abfcf0f1531c3d1c757d5,S01761,FL00587,Boarding,2023-11-09T03:00:00,Cancelled
685abfcf0f1531c3d1c757d6,S01762,FL00588,Security Check,2023-11-02T15:00:00,In Progress
685abfcf0f1531c3d1c757d7,S01763,FL00588,Baggage Handling,2023-11-02T16:00:00,Cancelled
685abfcf0f1531c3d1c757d8,S01764,FL00588,Boarding,2023-11-02T18:00:00,In Progress
685abfcf0f1531c3d1c757d9,S01765,FL00589,Security Check,2023-01-29T02:00:00,Completed
685abfcf0f1531c3d1c757da,S01766,FL00589,Baggage Handling,2023-01-29T01:00:00,In Progress
685abfcf0f1531c3d1c757db,S01767,FL00589,Boarding,2023-01-29T00:00:00,In Progress
685abfcf0f1531c3d1c757dc,S01768,FL00590,Security Check,2023-04-05T01:00:00,In Progress
685abfcf0f1531c3d1c757dd,S01769,FL00590,Baggage Handling,2023-04-05T02:00:00,Completed
685abfcf0f1531c3d1c757de,S01770,FL00590,Boarding,2023-04-05T00:00:00,In Progress
685abfcf0f1531c3d1c757df,S01771,FL00591,Security Check,2023-08-10T22:00:00,Completed
685abfcf0f1531c3d1c757e0,S01772,FL00591,Baggage Handling,2023-08-10T23:00:00,Cancelled
685abfcf0f1531c3d1c757e1,S01773,FL00591,Boarding,2023-08-10T22:00:00,Cancelled
685abfcf0f1531c3d1c757e2,S01774,FL00592,Security Check,2023-09-18T05:00:00,Completed
685abfcf0f1531c3d1c757e3,S01775,FL00592,Baggage Handling,2023-09-18T05:00:00,Completed
685abfcf0f1531c3d1c757e4,S01776,FL00592,Boarding,2023-09-18T03:00:00,In Progress
685abfcf0f1531c3d1c757e5,S01777,FL00593,Security Check,2023-06-23T18:00:00,In Progress
685abfcf0f1531c3d1c757e6,S01778,FL00593,Baggage Handling,2023-06-23T16:00:00,Completed
685abfcf0f1531c3d1c757e7,S01779,FL00593,Boarding,2023-06-23T17:00:00,Cancelled
685abfcf0f1531c3d1c757e8,S01780,FL00594,Security Check,2023-03-17T19:00:00,In Progress
685abfcf0f1531c3d1c757e9,S01781,FL00594,Baggage Handling,2023-03-17T22:00:00,In Progress
685abfcf0f1531c3d1c757ea,S01782,FL00594,Boarding,2023-03-17T19:00:00,Completed
685abfcf0f1531c3d1c757eb,S01783,FL00595,Security Check,2023-01-21T08:00:00,In Progress
685abfcf0f1531c3d1c757ec,S01784,FL00595,Baggage Handling,2023-01-21T10:00:00,Completed
685abfcf0f1531c3d1c757ed,S01785,FL00595,Boarding,2023-01-21T10:00:00,Cancelled
685abfcf0f1531c3d1c757ee,S01786,FL00596,Security Check,2023-08-24T18:00:00,In Progress
685abfcf0f1531c3d1c757ef,S01787,FL00596,Baggage Handling,2023-08-24T18:00:00,In Progress
685abfcf0f1531c3d1c757f0,S01788,FL00596,Boarding,2023-08-24T20:00:00,Cancelled
685abfcf0f1531c3d1c757f1,S01789,FL00597,Security Check,2023-12-11T23:00:00,Completed
685abfcf0f1531c3d1c757f2,S01790,FL00597,Baggage Handling,2023-12-11T22:00:00,Cancelled
685abfcf0f1531c3d1c757f3,S01791,FL00597,Boarding,2023-12-11T22:00:00,Cancelled
685abfcf0f1531c3d1c757f4,S01792,FL00598,Security Check,2023-01-26T06:00:00,In Progress
685abfcf0f1531c3d1c757f5,S01793,FL00598,Baggage Handling,2023-01-26T05:00:00,Completed
685abfcf0f1531c3d1c757f6,S01794,FL00598,Boarding,2023-01-26T06:00:00,In Progress
685abfcf0f1531c3d1c757f7,S01795,FL00599,Security Check,2023-11-09T23:00:00,Cancelled
685abfcf0f1531c3d1c757f8,S01796,FL00599,Baggage Handling,2023-11-09T21:00:00,Completed
685abfcf0f1531c3d1c757f9,S01797,FL00599,Boarding,2023-11-09T22:00:00,Cancelled
685abfcf0f1531c3d1c757fa,S01798,FL00600,Security Check,2023-06-01T19:00:00,Completed
685abfcf0f1531c3d1c757fb,S01799,FL00600,Baggage Handling,2023-06-01T19:00:00,In Progress
685abfcf0f1531c3d1c757fc,S01800,FL00600,Boarding,2023-06-01T16:00:00,In Progress
685abfcf0f1531c3d1c757fd,S01801,FL00601,Security Check,2023-04-12T16:00:00,Cancelled
685abfcf0f1531c3d1c757fe,S01802,FL00601,Baggage Handling,2023-04-12T17:00:00,Completed
685abfcf0f1531c3d1c757ff,S01803,FL00601,Boarding,2023-04-12T15:00:00,In Progress
685abfcf0f1531c3d1c75800,S01804,FL00602,Security Check,2023-12-28T16:00:00,Completed
685abfcf0f1531c3d1c75801,S01805,FL00602,Baggage Handling,2023-12-28T17:00:00,Cancelled
685abfcf0f1531c3d1c75802,S01806,FL00602,Boarding,2023-12-28T16:00:00,Completed
685abfcf0f1531c3d1c75803,S01807,FL00603,Security Check,2023-09-08T10:00:00,Completed
685abfcf0f1531c3d1c75804,S01808,FL00603,Baggage Handling,2023-09-08T11:00:00,In Progress
685abfcf0f1531c3d1c75805,S01809,FL00603,Boarding,2023-09-08T12:00:00,Cancelled
685abfcf0f1531c3d1c75806,S01810,FL00604,Security Check,2023-07-07T10:00:00,In Progress
685abfcf0f1531c3d1c75807,S01811,FL00604,Baggage Handling,2023-07-07T07:00:00,In Progress
685abfcf0f1531c3d1c75808,S01812,FL00604,Boarding,2023-07-07T09:00:00,Cancelled
685abfcf0f1531c3d1c75809,S01813,FL00605,Security Check,2023-10-03T03:00:00,Completed
685abfcf0f1531c3d1c7580a,S01814,FL00605,Baggage Handling,2023-10-03T06:00:00,Cancelled
685abfcf0f1531c3d1c7580b,S01815,FL00605,Boarding,2023-10-03T04:00:00,Completed
685abfcf0f1531c3d1c7580c,S01816,FL00606,Security Check,2023-04-11T06:00:00,In Progress
685abfcf0f1531c3d1c7580d,S01817,FL00606,Baggage Handling,2023-04-11T05:00:00,Completed
685abfcf0f1531c3d1c7580e,S01818,FL00606,Boarding,2023-04-11T05:00:00,Cancelled
685abfcf0f1531c3d1c7580f,S01819,FL00607,Security Check,2023-01-25T13:00:00,In Progress
685abfcf0f1531c3d1c75810,S01820,FL00607,Baggage Handling,2023-01-25T12:00:00,Cancelled
685abfcf0f1531c3d1c75811,S01821,FL00607,Boarding,2023-01-25T15:00:00,Completed
685abfcf0f1531c3d1c75812,S01822,FL00608,Security Check,2023-02-21T20:00:00,In Progress
685abfcf0f1531c3d1c75813,S01823,FL00608,Baggage Handling,2023-02-21T22:00:00,In Progress
685abfcf0f1531c3d1c75814,S01824,FL00608,Boarding,2023-02-21T23:00:00,Completed
685abfcf0f1531c3d1c75815,S01825,FL00609,Security Check,2023-09-17T17:00:00,Completed
685abfcf0f1531c3d1c75816,S01826,FL00609,Baggage Handling,2023-09-17T16:00:00,Cancelled
685abfcf0f1531c3d1c75817,S01827,FL00609,Boarding,2023-09-17T18:00:00,In Progress
685abfcf0f1531c3d1c75818,S01828,FL00610,Security Check,2023-02-17T07:00:00,Cancelled
685abfcf0f1531c3d1c75819,S01829,FL00610,Baggage Handling,2023-02-17T08:00:00,Cancelled
685abfcf0f1531c3d1c7581a,S01830,FL00610,Boarding,2023-02-17T10:00:00,Completed
685abfcf0f1531c3d1c7581b,S01831,FL00611,Security Check,2023-01-12T16:00:00,Completed
685abfcf0f1531c3d1c7581c,S01832,FL00611,Baggage Handling,2023-01-12T17:00:00,In Progress
685abfcf0f1531c3d1c7581d,S01833,FL00611,Boarding,2023-01-12T18:00:00,Cancelled
685abfcf0f1531c3d1c7581e,S01834,FL00612,Security Check,2023-08-14T05:00:00,Completed
685abfcf0f1531c3d1c7581f,S01835,FL00612,Baggage Handling,2023-08-14T03:00:00,Completed
685abfcf0f1531c3d1c75820,S01836,FL00612,Boarding,2023-08-14T04:00:00,Cancelled
685abfcf0f1531c3d1c75821,S01837,FL00613,Security Check,2023-12-21T14:00:00,In Progress
685abfcf0f1531c3d1c75822,S01838,FL00613,Baggage Handling,2023-12-21T13:00:00,In Progress
685abfcf0f1531c3d1c75823,S01839,FL00613,Boarding,2023-12-21T14:00:00,Completed
685abfcf0f1531c3d1c75824,S01840,FL00614,Security Check,2023-10-04T17:00:00,Cancelled
685abfcf0f1531c3d1c75825,S01841,FL00614,Baggage Handling,2023-10-04T19:00:00,Completed
685abfcf0f1531c3d1c75826,S01842,FL00614,Boarding,2023-10-04T20:00:00,Completed
685abfcf0f1531c3d1c75827,S01843,FL00615,Security Check,2023-02-22T21:00:00,Cancelled
685abfcf0f1531c3d1c75828,S01844,FL00615,Baggage Handling,2023-02-22T19:00:00,Completed
