_id,passenger_id,flight_id,booking_date,class,price,seat_number,airline,luggage_weight,checkin_time,payment_method,booking_channel,frequent_flyer,arrival_airport,destination_country,destination_zone,meal_preference
685abfd60f1531c3d1c76b80,P00322,FL00559,2023-10-20,Premium Economy,409.86,47F,KLM,28.8,2023-11-30T06:08:27.723056,Bank Transfer,Travel Agency,Gold,BOM,India,Asia,Lactose-Free
685abfd60f1531c3d1c76b81,P00323,FL01584,2023-08-26,Premium Economy,286.7,19C,KLM,11.6,2023-10-20T02:59:50.618486,Bank Transfer,Mobile App,Gold,JFK,United States,North America,Standard
685abfd60f1531c3d1c76b82,P00323,FL00658,2023-09-13,Economy,219.01,19A,United Airlines,7.3,2023-09-20T12:35:22.356543,PayPal,Mobile App,Silver,ZRH,Switzerland,Europe,Standard
685abfd60f1531c3d1c76b83,P00324,FL00435,2023-08-19,Economy,133.33,24F,KLM,17.1,2023-08-29T15:51:41.312796,Bank Transfer,Call Center,Silver,NRT,Japan,Asia,Vegan
685abfd60f1531c3d1c76b84,P00324,FL00534,2023-08-16,Business,524.95,51C,United Airlines,29.5,2023-10-15T05:12:13.090009,Apple Pay,Website,Platinum,SFO,United States,North America,Vegan
685abfd60f1531c3d1c76b85,P00325,FL01631,2022-12-01,Premium Economy,220.32,57E,Lufthansa,28.1,2023-01-16T20:48:46.243934,Credit Card,Travel Agency,NaN,FRA,Germany,Europe,Gluten-Free
685abfd60f1531c3d1c76b86,P00325,FL00649,2023-03-10,Economy,144.46,40D,Singapore Airlines,17.3,2023-04-29T02:35:43.694148,PayPal,Mobile App,NaN,FRA,Germany,Europe,Gluten-Free
685abfd60f1531c3d1c76b87,P00325,FL00412,2023-02-04,Premium Economy,321.43,19D,KLM,9.4,2023-03-20T07:15:39.042538,Apple Pay,Travel Agency,NaN,NRT,Japan,Asia,Gluten-Free
685abfd60f1531c3d1c76b88,P00326,FL00848,2023-01-28,Business,599.66,17E,Qatar Airways,9.2,2023-03-11T17:41:36.188934,Credit Card,Travel Agency,Silver,BOM,India,Asia,Diabetic
685abfd60f1531c3d1c76b89,P00327,FL00627,2023-11-04,Economy,120.99,15C,United Airlines,15.4,2023-12-28T11:08:33.623465,Apple Pay,Call Center,NaN,HND,Japan,Asia,Vegetarian
685abfd60f1531c3d1c76b8a,P00327,FL01965,2023-01-11,Economy,220.15,15E,Singapore Airlines,26.5,2023-03-07T18:01:49.075283,Apple Pay,Travel Agency,NaN,AMS,Netherlands,Europe,Vegetarian
685abfd60f1531c3d1c76b8b,P00327,FL00579,2023-06-23,Economy,120.44,47B,KLM,3.1,2023-07-17T18:21:14.091996,Bank Transfer,Website,NaN,MEX,Mexico,North America,Vegetarian
685abfd60f1531c3d1c76b8c,P00328,FL00057,2023-11-24,Economy,141.88,16F,Singapore Airlines,1.5,2023-12-13T10:28:12.829002,PayPal,Travel Agency,Silver,BOM,India,Asia,Halal
685abfd60f1531c3d1c76b8d,P00328,FL00866,2023-07-25,Premium Economy,300.33,53A,KLM,2.6,2023-08-07T23:58:42.043374,Credit Card,Call Center,NaN,DEL,India,Asia,Halal
685abfd60f1531c3d1c76b8e,P00329,FL00751,2023-10-27,Economy,151.24,3C,Lufthansa,20.6,2023-11-28T08:15:36.684226,PayPal,Travel Agency,Silver,BKK,Thailand,Asia,Lactose-Free
685abfd60f1531c3d1c76b8f,P00329,FL00460,2023-06-08,Economy,235.51,25B,Emirates,2.8,2023-06-28T10:39:43.560671,PayPal,Mobile App,NaN,MEX,Mexico,North America,Lactose-Free
685abfd60f1531c3d1c76b90,P00330,FL00260,2023-04-23,Economy,206.83,56B,United Airlines,7.6,2023-06-13T09:04:21.204443,Bank Transfer,Travel Agency,NaN,BKK,Thailand,Asia,Lactose-Free
685abfd60f1531c3d1c76b91,P00330,FL00977,2023-10-14,Economy,163.78,41D,KLM,8.3,2023-12-08T16:18:49.028583,Credit Card,Travel Agency,NaN,JNB,South Africa,Africa,Lactose-Free
685abfd60f1531c3d1c76b92,P00330,FL00504,2023-12-06,Economy,149.87,30C,KLM,15.8,2023-12-30T16:03:35.516412,PayPal,Website,Silver,YUL,Canada,North America,Lactose-Free
685abfd60f1531c3d1c76b93,P00330,FL01296,2023-08-13,Economy,163.13,26A,Qatar Airways,9.8,2023-08-26T13:51:23.969470,Credit Card,Website,Silver,BOM,India,Asia,Lactose-Free
685abfd60f1531c3d1c76b94,P00331,FL01962,2023-09-05,Economy,167.85,19B,Emirates,0.2,2023-10-04T02:36:21.866052,Apple Pay,Website,NaN,NRT,Japan,Asia,No Preference
685abfd60f1531c3d1c76b95,P00331,FL01718,2023-08-28,Business,714.24,34E,KLM,11.2,2023-10-25T16:04:18.628846,Bank Transfer,Travel Agency,NaN,YUL,Canada,North America,No Preference
685abfd60f1531c3d1c76b96,P00332,FL01901,2023-11-21,Economy,112.48,33D,KLM,16.4,2023-12-31T14:24:49.938898,Apple Pay,Travel Agency,Gold,LAX,United States,North America,Vegan
685abfd60f1531c3d1c76b97,P00332,FL01815,2023-06-20,Economy,226.88,10C,KLM,10.6,2023-07-06T04:43:42.674864,Bank Transfer,Call Center,Silver,AMS,Netherlands,Europe,Vegan
685abfd60f1531c3d1c76b98,P00332,FL01219,2023-07-21,Business,786.38,33C,Emirates,21.4,2023-08-25T05:33:30.539525,Credit Card,Mobile App,NaN,LAX,United States,North America,Vegan
685abfd60f1531c3d1c76b99,P00333,FL00038,2022-11-08,Economy,128.97,29C,Air France,20.1,2023-01-06T02:13:34.135496,Apple Pay,Travel Agency,Gold,JNB,South Africa,Africa,Diabetic
685abfd60f1531c3d1c76b9a,P00333,FL00770,2023-12-01,Economy,186.3,28F,Lufthansa,5.2,2023-12-28T13:04:02.196166,Apple Pay,Website,NaN,HND,Japan,Asia,Diabetic
685abfd60f1531c3d1c76b9b,P00333,FL01651,2023-05-30,Economy,111.82,56C,KLM,20.7,2023-07-24T19:00:36.925730,Bank Transfer,Call Center,NaN,PEK,China,Asia,Diabetic
685abfd60f1531c3d1c76b9c,P00334,FL01377,2023-09-28,Economy,226.31,45A,United Airlines,17,2023-11-13T18:11:40.404932,Credit Card,Call Center,Gold,DXB,United Arab Emirates,Middle East,Gluten-Free
685abfd60f1531c3d1c76b9d,P00334,FL01243,2023-11-09,Economy,140.65,1F,United Airlines,23.8,2023-11-26T00:29:56.652428,Google Pay,Mobile App,NaN,CPT,South Africa,Africa,Gluten-Free
685abfd60f1531c3d1c76b9e,P00334,FL00984,2023-09-11,Economy,242.73,25C,Emirates,13.7,2023-10-22T20:31:47.055124,Bank Transfer,Website,Platinum,MEX,Mexico,North America,Gluten-Free
685abfd60f1531c3d1c76b9f,P00334,FL00483,2023-08-28,Economy,167.66,21C,KLM,6,2023-10-02T03:50:13.704412,Bank Transfer,Website,NaN,BOM,India,Asia,Gluten-Free
685abfd60f1531c3d1c76ba0,P00335,FL01152,2023-09-22,Economy,112.13,42C,Lufthansa,16.1,2023-10-27T20:31:55.779609,Google Pay,Website,Gold,BKK,Thailand,Asia,Vegan
685abfd60f1531c3d1c76ba1,P00336,FL00205,2023-02-23,Economy,242.73,47B,Qatar Airways,13.5,2023-04-08T20:33:44.039062,Bank Transfer,Website,NaN,JFK,United States,North America,Diabetic
685abfd60f1531c3d1c76ba2,P00336,FL01566,2023-07-13,First,952.16,21B,Singapore Airlines,13.5,2023-08-17T17:26:42.841727,Google Pay,Mobile App,Gold,CPT,South Africa,Africa,Diabetic
685abfd60f1531c3d1c76ba3,P00337,FL01061,2023-09-28,Economy,219.17,15A,United Airlines,0.9,2023-11-22T17:06:53.551892,Bank Transfer,Mobile App,Gold,LAX,United States,North America,Kosher
685abfd60f1531c3d1c76ba4,P00337,FL01499,2023-03-06,Economy,114.99,38F,British Airways,13.5,2023-04-30T05:35:22.185986,Credit Card,Mobile App,Silver,BOM,India,Asia,Kosher
685abfd60f1531c3d1c76ba5,P00337,FL01941,2023-05-01,Economy,188.89,44A,United Airlines,5.4,2023-06-10T07:11:33.381584,Google Pay,Travel Agency,Platinum,NRT,Japan,Asia,Kosher
685abfd60f1531c3d1c76ba6,P00337,FL01264,2023-10-11,Economy,125.01,32C,KLM,26.6,2023-11-08T08:02:11.220282,Bank Transfer,Call Center,NaN,CPT,South Africa,Africa,Kosher
685abfd60f1531c3d1c76ba7,P00338,FL01486,2023-06-14,Economy,125.74,19F,British Airways,4.3,2023-07-18T06:14:03.109572,Google Pay,Website,NaN,SFO,United States,North America,Halal
685abfd60f1531c3d1c76ba8,P00339,FL00498,2023-07-17,Business,656.07,35F,British Airways,2,2023-07-26T22:48:47.460390,PayPal,Travel Agency,Gold,AMS,Netherlands,Europe,Standard
685abfd60f1531c3d1c76ba9,P00340,FL01432,2023-02-03,Economy,155.56,54A,Lufthansa,10.8,2023-03-25T21:29:17.912314,Credit Card,Travel Agency,NaN,LIS,Portugal,Europe,Standard
685abfd60f1531c3d1c76baa,P00340,FL00794,2023-04-25,Economy,110.4,53C,Air France,14.3,2023-05-17T01:09:47.514335,Apple Pay,Website,Silver,MAD,Spain,Europe,Standard
685abfd60f1531c3d1c76bab,P00340,FL01249,2023-01-16,Premium Economy,337.84,14D,Qatar Airways,26.5,2023-03-06T14:39:39.445448,Bank Transfer,Website,NaN,BKK,Thailand,Asia,Standard
685abfd60f1531c3d1c76bac,P00340,FL00419,2023-01-03,Economy,112.71,11C,KLM,10.8,2023-01-14T22:08:10.341199,Credit Card,Travel Agency,Gold,PEK,China,Asia,Standard
685abfd60f1531c3d1c76bad,P00341,FL00938,2023-02-20,Economy,225.04,45B,Air France,19.6,2023-03-08T04:44:32.497524,Credit Card,Mobile App,Platinum,LIS,Portugal,Europe,Gluten-Free
685abfd60f1531c3d1c76bae,P00341,FL01250,2023-08-04,Economy,145.77,32B,Qatar Airways,8.2,2023-08-12T12:28:51.723814,PayPal,Call Center,NaN,JNB,South Africa,Africa,Gluten-Free
685abfd60f1531c3d1c76baf,P00341,FL00933,2023-10-26,Economy,220.5,10D,United Airlines,15.8,2023-11-30T19:38:37.635810,Apple Pay,Website,NaN,JNB,South Africa,Africa,Gluten-Free
685abfd60f1531c3d1c76bb0,P00342,FL01537,2022-11-23,Economy,105.05,37F,KLM,17.6,2023-01-20T04:39:08.200776,Credit Card,Travel Agency,NaN,LAX,United States,North America,Vegan
685abfd60f1531c3d1c76bb1,P00342,FL00047,2023-06-23,Economy,247.03,24A,KLM,7.8,2023-08-12T19:44:14.330946,PayPal,Mobile App,NaN,CPT,South Africa,Africa,Vegan
685abfd60f1531c3d1c76bb2,P00342,FL00437,2023-10-19,Economy,120.64,3E,Air France,3.7,2023-11-26T04:26:58.255397,PayPal,Mobile App,NaN,HND,Japan,Asia,Vegan
685abfd60f1531c3d1c76bb3,P00342,FL01737,2023-09-05,Economy,173.5,44E,Qatar Airways,1.3,2023-11-03T06:06:06.356765,Credit Card,Travel Agency,Platinum,BKK,Thailand,Asia,Vegan
685abfd60f1531c3d1c76bb4,P00343,FL00157,2023-05-06,Economy,233.89,27A,Emirates,24.8,2023-06-30T03:31:12.954114,Google Pay,Travel Agency,Silver,AMS,Netherlands,Europe,Gluten-Free
685abfd60f1531c3d1c76bb5,P00344,FL01444,2023-08-14,Premium Economy,362.43,2D,United Airlines,29.7,2023-09-16T05:47:06.766574,Apple Pay,Call Center,Gold,YUL,Canada,North America,Gluten-Free
685abfd60f1531c3d1c76bb6,P00344,FL01961,2023-09-28,Economy,151.67,13E,Qatar Airways,10.8,2023-11-12T13:23:50.963403,Bank Transfer,Website,Gold,JFK,United States,North America,Gluten-Free
685abfd60f1531c3d1c76bb7,P00344,FL01042,2023-05-13,Business,751.44,32A,KLM,27.1,2023-05-22T09:33:57.603033,Bank Transfer,Travel Agency,NaN,BOM,India,Asia,Gluten-Free
685abfd60f1531c3d1c76bb8,P00344,FL00226,2023-09-24,Economy,144.45,53D,KLM,6.3,2023-10-01T06:25:24.594616,Bank Transfer,Travel Agency,Silver,ICN,South Korea,Asia,Gluten-Free
685abfd60f1531c3d1c76bb9,P00345,FL00391,2023-06-13,Premium Economy,246.63,32A,Lufthansa,29.3,2023-07-12T14:07:34.913020,Apple Pay,Call Center,NaN,ICN,South Korea,Asia,Vegetarian
685abfd60f1531c3d1c76bba,P00346,FL01826,2023-02-05,Economy,140.13,6F,Qatar Airways,30.7,2023-02-27T03:20:59.341391,Bank Transfer,Travel Agency,NaN,JNB,South Africa,Africa,Vegan
685abfd60f1531c3d1c76bbb,P00346,FL00195,2022-12-25,Economy,162.54,17A,Qatar Airways,30.8,2023-02-03T03:30:17.964251,Bank Transfer,Mobile App,NaN,JNB,South Africa,Africa,Vegan
685abfd60f1531c3d1c76bbc,P00346,FL01377,2023-10-05,Economy,122.23,35D,United Airlines,11,2023-11-13T18:52:37.949246,Bank Transfer,Call Center,NaN,DXB,United Arab Emirates,Middle East,Vegan
685abfd60f1531c3d1c76bbd,P00346,FL00957,2023-11-16,Premium Economy,258.64,52E,KLM,12.9,2023-12-12T02:27:21.749512,Google Pay,Mobile App,NaN,JFK,United States,North America,Vegan
685abfd60f1531c3d1c76bbe,P00347,FL00675,2023-01-05,Economy,186.9,34B,Emirates,31.8,2023-01-29T05:00:51.158449,Credit Card,Travel Agency,NaN,NRT,Japan,Asia,Kosher
685abfd60f1531c3d1c76bbf,P00347,FL01811,2023-01-03,First,1638.19,2B,British Airways,17.1,2023-01-18T07:44:14.718542,Google Pay,Website,Silver,ICN,South Korea,Asia,Kosher
685abfd60f1531c3d1c76bc0,P00347,FL01665,2023-02-03,Economy,231.87,58A,Emirates,31.6,2023-02-15T23:57:04.473162,Google Pay,Website,NaN,NRT,Japan,Asia,Kosher
685abfd60f1531c3d1c76bc1,P00347,FL00997,2023-11-16,Economy,116.5,43E,Lufthansa,19.9,2023-11-27T08:34:51.859035,Bank Transfer,Website,NaN,LAX,United States,North America,Kosher
685abfd60f1531c3d1c76bc2,P00348,FL01479,2023-10-07,Economy,105.42,60F,Singapore Airlines,24,2023-11-24T06:01:54.296306,Apple Pay,Travel Agency,Gold,DEL,India,Asia,Diabetic
685abfd60f1531c3d1c76bc3,P00348,FL01012,2023-07-13,Business,889.35,60B,Singapore Airlines,25.6,2023-08-25T00:32:28.271471,Credit Card,Mobile App,NaN,BOM,India,Asia,Diabetic
685abfd60f1531c3d1c76bc4,P00349,FL00497,2023-09-24,Economy,201.27,48E,Lufthansa,25.8,2023-10-24T23:20:34.913989,Apple Pay,Travel Agency,NaN,MEX,Mexico,North America,Vegan
685abfd60f1531c3d1c76bc5,P00349,FL00608,2023-01-04,Economy,225.17,39D,KLM,21.4,2023-02-21T21:33:01.915778,Credit Card,Call Center,NaN,FRA,Germany,Europe,Vegan
685abfd60f1531c3d1c76bc6,P00349,FL01619,2023-02-08,Economy,150.57,45B,Qatar Airways,30.6,2023-03-25T15:22:21.239628,Google Pay,Travel Agency,NaN,ICN,South Korea,Asia,Vegan
685abfd60f1531c3d1c76bc7,P00350,FL00369,2022-12-05,Economy,223.6,42F,United Airlines,8.7,2023-01-09T05:48:19.643027,Bank Transfer,Call Center,NaN,DEL,India,Asia,No Preference
685abfd60f1531c3d1c76bc8,P00350,FL00394,2023-06-14,Business,676.67,17A,KLM,30.9,2023-06-30T07:02:40.506926,PayPal,Mobile App,NaN,FRA,Germany,Europe,No Preference
685abfd60f1531c3d1c76bc9,P00351,FL00600,2023-05-01,Economy,232.77,29C,Qatar Airways,23.7,2023-06-01T16:17:45.231608,Apple Pay,Website,Silver,SFO,United States,North America,Gluten-Free
685abfd60f1531c3d1c76bca,P00351,FL01962,2023-08-09,Economy,147.48,43E,Emirates,20.7,2023-10-04T03:32:01.121635,Bank Transfer,Travel Agency,Silver,NRT,Japan,Asia,Gluten-Free
685abfd60f1531c3d1c76bcb,P00352,FL00124,2023-11-25,First,1247.83,48D,Air France,3.7,2023-12-18T03:20:39.627323,Apple Pay,Mobile App,NaN,MEX,Mexico,North America,Vegan
685abfd60f1531c3d1c76bcc,P00352,FL01122,2023-07-14,Economy,127.76,29E,Air France,14.5,2023-08-21T15:13:52.820340,PayPal,Travel Agency,NaN,BOM,India,Asia,Vegan
685abfd60f1531c3d1c76bcd,P00353,FL01667,2023-03-09,Business,596.94,48E,Lufthansa,26.4,2023-03-31T07:39:48.892191,Apple Pay,Mobile App,NaN,JNB,South Africa,Africa,Diabetic
685abfd60f1531c3d1c76bce,P00353,FL01002,2023-10-09,Economy,217.37,37D,Lufthansa,18.9,2023-11-19T12:24:59.639098,Bank Transfer,Mobile App,NaN,ICN,South Korea,Asia,Diabetic
685abfd60f1531c3d1c76bcf,P00354,FL01187,2023-03-18,Economy,132.56,51B,Emirates,24.1,2023-04-07T04:34:20.950057,Bank Transfer,Travel Agency,NaN,HND,Japan,Asia,Lactose-Free
685abfd60f1531c3d1c76bd0,P00355,FL01450,2023-04-10,Premium Economy,201.8,7D,United Airlines,5.1,2023-05-29T15:12:49.418599,Google Pay,Mobile App,Gold,JFK,United States,North America,Vegan
685abfd60f1531c3d1c76bd1,P00355,FL00607,2022-12-28,Economy,233.4,45A,Emirates,29.7,2023-01-25T10:43:56.496895,Credit Card,Call Center,NaN,LIS,Portugal,Europe,Vegan
685abfd60f1531c3d1c76bd2,P00355,FL01929,2023-07-15,Economy,168.7,36F,Emirates,27.8,2023-08-02T15:52:19.704430,Bank Transfer,Website,NaN,JNB,South Africa,Africa,Vegan
685abfd60f1531c3d1c76bd3,P00356,FL00913,2022-12-10,Economy,118.34,44A,KLM,14.5,2023-01-07T17:55:07.186083,Google Pay,Travel Agency,NaN,MEX,Mexico,North America,Standard
685abfd60f1531c3d1c76bd4,P00356,FL00947,2023-11-06,Economy,99.71,9B,British Airways,27.2,2023-12-29T10:47:45.654457,Credit Card,Travel Agency,Gold,PEK,China,Asia,Standard
685abfd60f1531c3d1c76bd5,P00357,FL00243,2023-06-16,Economy,150.89,40E,Singapore Airlines,4,2023-06-22T18:11:00.215866,PayPal,Website,Silver,ZRH,Switzerland,Europe,Diabetic
685abfd60f1531c3d1c76bd6,P00357,FL01194,2023-09-20,Economy,179.13,37F,Emirates,30.3,2023-10-27T19:01:19.715735,Google Pay,Travel Agency,Gold,NRT,Japan,Asia,Diabetic
685abfd60f1531c3d1c76bd7,P00357,FL01910,2022-12-16,Business,738.05,54B,Singapore Airlines,4.2,2023-01-30T07:03:00.668852,Bank Transfer,Call Center,NaN,MAD,Spain,Europe,Diabetic
685abfd60f1531c3d1c76bd8,P00357,FL00693,2023-03-26,Economy,230.02,53A,Air France,19,2023-05-18T23:22:36.331456,Credit Card,Travel Agency,NaN,FRA,Germany,Europe,Diabetic
685abfd60f1531c3d1c76bd9,P00358,FL01506,2023-01-12,Economy,184.16,20E,British Airways,27.7,2023-02-20T04:20:26.029150,Bank Transfer,Mobile App,Silver,BKK,Thailand,Asia,Diabetic
685abfd60f1531c3d1c76bda,P00358,FL00899,2023-01-12,Economy,165.41,32F,Qatar Airways,0.8,2023-02-06T17:20:33.544483,Bank Transfer,Travel Agency,Silver,DXB,United Arab Emirates,Middle East,Diabetic
685abfd60f1531c3d1c76bdb,P00358,FL01244,2023-06-25,Economy,215.76,28B,Lufthansa,2.8,2023-07-25T17:40:33.054743,Apple Pay,Call Center,Platinum,BKK,Thailand,Asia,Diabetic
685abfd60f1531c3d1c76bdc,P00359,FL00753,2023-03-12,Premium Economy,342.43,17D,Qatar Airways,22,2023-04-01T01:41:07.299523,PayPal,Travel Agency,Silver,MAD,Spain,Europe,No Preference
685abfd60f1531c3d1c76bdd,P00359,FL00746,2023-12-05,Economy,230.92,5C,United Airlines,3,2023-12-15T10:24:48.919399,Google Pay,Website,Gold,MAD,Spain,Europe,No Preference
685abfd60f1531c3d1c76bde,P00360,FL00174,2023-08-10,First,870.33,14B,Qatar Airways,13.7,2023-08-22T12:54:59.227074,Bank Transfer,Travel Agency,NaN,BOM,India,Asia,Vegan
685abfd60f1531c3d1c76bdf,P00360,FL00131,2023-11-03,Business,406.35,45B,Emirates,15.4,2023-12-06T02:24:21.694126,PayPal,Website,NaN,FRA,Germany,Europe,Vegan
685abfd60f1531c3d1c76be0,P00360,FL00408,2023-06-05,Business,643.75,32C,Qatar Airways,1.8,2023-07-31T07:05:32.491027,Credit Card,Mobile App,NaN,JFK,United States,North America,Vegan
685abfd60f1531c3d1c76be1,P00361,FL00426,2023-10-10,Economy,147.92,40F,Air France,17.5,2023-10-26T06:52:31.066676,Credit Card,Mobile App,Platinum,DXB,United Arab Emirates,Middle East,No Preference
685abfd60f1531c3d1c76be2,P00361,FL00505,2023-05-04,Economy,118.92,41D,Lufthansa,14,2023-05-27T07:56:10.014087,Credit Card,Call Center,Silver,NRT,Japan,Asia,No Preference
685abfd60f1531c3d1c76be3,P00361,FL01612,2023-11-20,Economy,132.02,33E,KLM,8.5,2023-12-15T13:19:08.848572,Bank Transfer,Website,Silver,FRA,Germany,Europe,No Preference
685abfd60f1531c3d1c76be4,P00361,FL00809,2023-04-24,Economy,191.08,13C,Singapore Airlines,4.7,2023-05-25T22:45:51.076959,Apple Pay,Call Center,NaN,MEX,Mexico,North America,No Preference
685abfd60f1531c3d1c76be5,P00362,FL00569,2023-10-31,Business,429.14,45F,Air France,21.6,2023-12-08T23:41:22.276153,Credit Card,Call Center,Platinum,BKK,Thailand,Asia,No Preference
685abfd60f1531c3d1c76be6,P00362,FL01883,2023-02-23,Economy,248.73,31F,United Airlines,6,2023-04-20T16:37:34.898510,Apple Pay,Call Center,Silver,SFO,United States,North America,No Preference
685abfd60f1531c3d1c76be7,P00362,FL01272,2023-09-22,Economy,218.15,50D,Qatar Airways,15.6,2023-11-15T15:03:46.167533,PayPal,Mobile App,Platinum,DXB,United Arab Emirates,Middle East,No Preference
685abfd60f1531c3d1c76be8,P00362,FL01714,2023-05-29,Premium Economy,246.86,6A,Air France,2.5,2023-06-23T03:49:12.236977,Apple Pay,Mobile App,Silver,BOM,India,Asia,No Preference
685abfd60f1531c3d1c76be9,P00363,FL00348,2023-06-20,Business,821.61,15D,KLM,9.3,2023-07-04T22:17:25.610830,Credit Card,Website,NaN,PEK,China,Asia,Vegan
685abfd60f1531c3d1c76bea,P00364,FL01088,2023-02-04,Economy,218.44,59A,Lufthansa,8.3,2023-03-30T03:29:34.620295,Bank Transfer,Mobile App,Silver,JFK,United States,North America,Vegetarian
685abfd60f1531c3d1c76beb,P00364,FL00004,2023-06-23,Business,554.28,41D,United Airlines,13.9,2023-08-21T08:28:09.091832,Apple Pay,Call Center,NaN,DXB,United Arab Emirates,Middle East,Vegetarian
685abfd60f1531c3d1c76bec,P00365,FL00493,2023-08-15,Economy,213.87,30D,British Airways,19.5,2023-09-27T04:31:33.410425,Bank Transfer,Mobile App,Platinum,JFK,United States,North America,Lactose-Free
685abfd60f1531c3d1c76bed,P00366,FL01172,2022-12-06,Economy,123.54,45A,Qatar Airways,5.4,2023-02-04T02:10:34.804910,Google Pay,Website,Silver,BOM,India,Asia,Vegan
685abfd60f1531c3d1c76bee,P00366,FL00290,2023-03-14,Economy,213.48,46F,Lufthansa,30.3,2023-04-08T11:55:31.081106,Bank Transfer,Mobile App,Gold,DEL,India,Asia,Vegan
685abfd60f1531c3d1c76bef,P00367,FL01779,2023-02-07,Economy,145.85,8B,Lufthansa,5.8,2023-03-25T18:19:33.424576,PayPal,Call Center,NaN,AMS,Netherlands,Europe,Kosher
685abfd60f1531c3d1c76bf0,P00367,FL00800,2022-12-28,Economy,128.54,8C,United Airlines,14.4,2023-01-21T04:24:10.252405,Google Pay,Travel Agency,Silver,HND,Japan,Asia,Kosher
685abfd60f1531c3d1c76bf1,P00367,FL01319,2022-12-17,Economy,201.71,57D,Lufthansa,5,2023-01-12T19:00:52.967936,Google Pay,Mobile App,Silver,PEK,China,Asia,Kosher
685abfd60f1531c3d1c76bf2,P00367,FL00026,2022-12-09,Premium Economy,355.58,42F,British Airways,15.8,2023-02-04T09:38:07.454339,Google Pay,Travel Agency,Silver,DXB,United Arab Emirates,Middle East,Kosher
685abfd60f1531c3d1c76bf3,P00368,FL00092,2023-11-08,Economy,204.91,60F,Singapore Airlines,28,2023-11-14T05:23:36.187468,Google Pay,Travel Agency,Silver,BKK,Thailand,Asia,Kosher
685abfd60f1531c3d1c76bf4,P00368,FL00549,2023-07-15,Economy,224.74,25F,Qatar Airways,18.6,2023-09-03T15:07:10.965137,PayPal,Call Center,Silver,BKK,Thailand,Asia,Kosher
685abfd60f1531c3d1c76bf5,P00368,FL00051,2023-10-16,Premium Economy,406.53,15B,Emirates,0.1,2023-10-23T08:00:04.859881,Credit Card,Travel Agency,NaN,HND,Japan,Asia,Kosher
685abfd60f1531c3d1c76bf6,P00369,FL01707,2023-09-29,Economy,212.4,24E,United Airlines,16.1,2023-11-03T18:26:10.234498,Bank Transfer,Travel Agency,NaN,MEX,Mexico,North America,Standard
685abfd60f1531c3d1c76bf7,P00369,FL01472,2023-02-16,Economy,165.42,11F,Air France,31.7,2023-03-08T22:39:02.033570,Bank Transfer,Travel Agency,Gold,AMS,Netherlands,Europe,Standard
685abfd60f1531c3d1c76bf8,P00370,FL01760,2023-03-22,Economy,246,5A,Lufthansa,23.7,2023-05-09T20:52:55.968605,Credit Card,Mobile App,NaN,MAD,Spain,Europe,Lactose-Free
685abfd60f1531c3d1c76bf9,P00370,FL00938,2023-02-15,Economy,191.1,47B,Air France,14.8,2023-03-08T07:08:49.856543,PayPal,Travel Agency,Silver,LIS,Portugal,Europe,Lactose-Free
685abfd60f1531c3d1c76bfa,P00371,FL00399,2023-08-28,Premium Economy,330.08,37C,United Airlines,7.6,2023-10-25T14:37:16.413431,Google Pay,Call Center,Platinum,NRT,Japan,Asia,Standard
685abfd60f1531c3d1c76bfb,P00371,FL00744,2023-05-15,Premium Economy,430.1,57B,United Airlines,27.8,2023-07-01T12:42:29.638189,Google Pay,Call Center,NaN,YUL,Canada,North America,Standard
685abfd60f1531c3d1c76bfc,P00371,FL00198,2023-03-18,Business,477.73,26C,Emirates,30.2,2023-05-05T02:19:15.041830,Google Pay,Mobile App,Platinum,YUL,Canada,North America,Standard
685abfd60f1531c3d1c76bfd,P00371,FL00488,2022-12-11,Premium Economy,425.43,55C,Emirates,0.5,2023-01-15T15:46:22.201477,Apple Pay,Website,Silver,YUL,Canada,North America,Standard
685abfd60f1531c3d1c76bfe,P00372,FL01239,2022-12-22,Economy,146.48,46F,Lufthansa,21.3,2023-01-12T02:29:00.400300,Bank Transfer,Website,Platinum,NRT,Japan,Asia,Diabetic
685abfd60f1531c3d1c76bff,P00372,FL00995,2023-01-22,Economy,138.59,57C,Lufthansa,31.6,2023-02-14T09:25:55.765759,Bank Transfer,Call Center,NaN,BKK,Thailand,Asia,Diabetic
685abfd60f1531c3d1c76c00,P00373,FL01828,2023-05-21,Economy,174.56,15C,British Airways,9.4,2023-06-22T06:29:56.250627,Credit Card,Mobile App,NaN,LAX,United States,North America,No Preference
685abfd60f1531c3d1c76c01,P00373,FL00993,2023-07-23,Economy,190.13,26A,Emirates,1.5,2023-09-02T01:59:40.892041,Apple Pay,Mobile App,Silver,LIS,Portugal,Europe,No Preference
685abfd60f1531c3d1c76c02,P00374,FL01599,2023-08-16,Economy,105.8,46C,Singapore Airlines,23.1,2023-09-20T00:16:38.256356,Bank Transfer,Mobile App,NaN,MEX,Mexico,North America,No Preference
685abfd60f1531c3d1c76c03,P00374,FL01781,2023-05-03,Premium Economy,400.24,20B,Air France,8.4,2023-05-28T05:21:48.485416,Google Pay,Mobile App,Gold,BOM,India,Asia,No Preference
685abfd60f1531c3d1c76c04,P00374,FL01984,2023-05-07,Economy,187.93,10D,United Airlines,4.9,2023-07-05T07:26:38.908968,Credit Card,Call Center,Platinum,HND,Japan,Asia,No Preference
