_id,flight_id,flight_number,departure_airport,arrival_airport,departure_time,arrival_time,status,capacity,airline
685abfc00f1531c3d1c71a11,FL00428,AF881,CDG,BOM,2023-03-09T15:00:00,2023-03-09T18:00:00,On Time,250,Singapore Airlines
685abfc00f1531c3d1c71a12,FL00429,AF249,CDG,YUL,2023-12-06T18:00:00,2023-12-06T21:00:00,Cancelled,250,Lufthansa
685abfc00f1531c3d1c71a13,FL00430,AF536,CDG,BOM,2023-03-30T08:00:00,2023-03-30T20:00:00,Delayed,300,Singapore Airlines
685abfc00f1531c3d1c71a14,FL00431,AF289,CDG,BOM,2023-09-26T13:00:00,2023-09-26T23:00:00,On Time,180,KLM
685abfc00f1531c3d1c71a15,FL00432,AF999,CDG,JNB,2023-12-15T22:00:00,2023-12-16T03:00:00,Cancelled,300,Singapore Airlines
685abfc00f1531c3d1c71a16,FL00433,AF413,CDG,BOM,2023-04-09T01:00:00,2023-04-09T12:00:00,Cancelled,180,KLM
685abfc00f1531c3d1c71a17,FL00434,AF215,CDG,FRA,2023-07-05T13:00:00,2023-07-05T23:00:00,On Time,250,Lufthansa
685abfc00f1531c3d1c71a18,FL00435,AF564,CDG,NRT,2023-08-29T19:00:00,2023-08-29T21:00:00,On Time,220,KLM
685abfc00f1531c3d1c71a19,FL00436,AF814,CDG,JFK,2023-12-04T07:00:00,2023-12-04T18:00:00,Cancelled,220,Qatar Airways
685abfc00f1531c3d1c71a1a,FL00437,AF250,CDG,HND,2023-11-26T10:00:00,2023-11-26T16:00:00,Delayed,250,Air France
685abfc00f1531c3d1c71a1b,FL00438,AF473,CDG,DEL,2023-09-18T02:00:00,2023-09-18T10:00:00,Delayed,250,United Airlines
685abfc00f1531c3d1c71a1c,FL00439,AF812,CDG,MAD,2023-03-29T16:00:00,2023-03-30T04:00:00,On Time,250,British Airways
685abfc00f1531c3d1c71a1d,FL00440,AF986,CDG,ICN,2023-02-25T10:00:00,2023-02-25T19:00:00,On Time,300,Emirates
685abfc00f1531c3d1c71a1e,FL00441,AF395,CDG,HND,2023-02-25T23:00:00,2023-02-26T01:00:00,Cancelled,220,Emirates
685abfc00f1531c3d1c71a1f,FL00442,AF466,CDG,LIS,2023-08-26T19:00:00,2023-08-27T07:00:00,On Time,250,British Airways
685abfc00f1531c3d1c71a20,FL00443,AF588,CDG,SFO,2023-10-08T15:00:00,2023-10-09T00:00:00,Cancelled,180,British Airways
685abfc00f1531c3d1c71a21,FL00444,AF374,CDG,JFK,2023-07-02T12:00:00,2023-07-02T20:00:00,Delayed,250,Singapore Airlines
685abfc00f1531c3d1c71a22,FL00445,AF223,CDG,SFO,2023-12-05T10:00:00,2023-12-05T13:00:00,On Time,250,Qatar Airways
685abfc00f1531c3d1c71a23,FL00446,AF127,CDG,MEX,2023-03-05T17:00:00,2023-03-06T01:00:00,Cancelled,180,United Airlines
685abfc00f1531c3d1c71a24,FL00447,AF830,CDG,PEK,2023-09-14T22:00:00,2023-09-15T03:00:00,Delayed,300,Qatar Airways
685abfc00f1531c3d1c71a25,FL00448,AF489,CDG,MEX,2023-11-15T07:00:00,2023-11-15T09:00:00,On Time,300,Emirates
685abfc00f1531c3d1c71a26,FL00449,AF784,CDG,AMS,2023-07-31T05:00:00,2023-07-31T14:00:00,Delayed,220,British Airways
685abfc00f1531c3d1c71a27,FL00450,AF566,CDG,MAD,2023-07-19T15:00:00,2023-07-19T18:00:00,Cancelled,180,Air France
685abfc00f1531c3d1c71a28,FL00451,AF477,CDG,HND,2023-05-04T21:00:00,2023-05-05T04:00:00,On Time,300,Qatar Airways
685abfc00f1531c3d1c71a29,FL00452,AF154,CDG,AMS,2023-08-06T10:00:00,2023-08-06T19:00:00,Cancelled,250,Emirates
685abfc00f1531c3d1c71a2a,FL00453,AF441,CDG,JFK,2023-07-11T04:00:00,2023-07-11T10:00:00,On Time,250,Lufthansa
685abfc00f1531c3d1c71a2b,FL00454,AF924,CDG,DXB,2023-07-16T04:00:00,2023-07-16T07:00:00,Delayed,300,KLM
685abfc00f1531c3d1c71a2c,FL00455,AF264,CDG,LIS,2023-03-04T19:00:00,2023-03-05T02:00:00,Cancelled,250,Air France
685abfc00f1531c3d1c71a2d,FL00456,AF513,CDG,JFK,2023-12-30T06:00:00,2023-12-30T09:00:00,Cancelled,180,Lufthansa
685abfc00f1531c3d1c71a2e,FL00457,AF903,CDG,FRA,2023-04-11T12:00:00,2023-04-11T17:00:00,Delayed,250,British Airways
685abfc00f1531c3d1c71a2f,FL00458,AF880,CDG,MAD,2023-03-07T05:00:00,2023-03-07T13:00:00,On Time,250,Lufthansa
685abfc00f1531c3d1c71a30,FL00459,AF628,CDG,HND,2023-04-12T14:00:00,2023-04-13T00:00:00,Delayed,300,British Airways
685abfc00f1531c3d1c71a31,FL00460,AF574,CDG,MEX,2023-06-28T13:00:00,2023-06-28T19:00:00,Delayed,250,Emirates
685abfc00f1531c3d1c71a32,FL00461,AF305,CDG,JNB,2023-01-19T05:00:00,2023-01-19T08:00:00,On Time,180,British Airways
685abfc00f1531c3d1c71a33,FL00462,AF862,CDG,LAX,2023-11-22T03:00:00,2023-11-22T14:00:00,Cancelled,300,Air France
685abfc00f1531c3d1c71a34,FL00463,AF689,CDG,FRA,2023-09-09T18:00:00,2023-09-10T04:00:00,Cancelled,300,United Airlines
685abfc00f1531c3d1c71a35,FL00464,AF136,CDG,BKK,2023-12-26T22:00:00,2023-12-27T04:00:00,Cancelled,300,KLM
685abfc00f1531c3d1c71a36,FL00465,AF244,CDG,MEX,2023-12-20T05:00:00,2023-12-20T11:00:00,Delayed,250,British Airways
685abfc00f1531c3d1c71a37,FL00466,AF845,CDG,DEL,2023-03-08T19:00:00,2023-03-08T21:00:00,Delayed,180,Emirates
685abfc00f1531c3d1c71a38,FL00467,AF205,CDG,BKK,2023-07-11T16:00:00,2023-07-11T20:00:00,Delayed,220,Lufthansa
685abfc00f1531c3d1c71a39,FL00468,AF728,CDG,YUL,2023-06-16T19:00:00,2023-06-16T22:00:00,On Time,220,Air France
685abfc00f1531c3d1c71a3a,FL00469,AF112,CDG,DEL,2023-07-12T02:00:00,2023-07-12T12:00:00,On Time,180,KLM
685abfc00f1531c3d1c71a3b,FL00470,AF960,CDG,HND,2023-07-21T16:00:00,2023-07-22T03:00:00,On Time,220,Emirates
685abfc00f1531c3d1c71a3c,FL00471,AF264,CDG,DXB,2023-06-30T07:00:00,2023-06-30T13:00:00,On Time,250,Qatar Airways
685abfc00f1531c3d1c71a3d,FL00472,AF274,CDG,NRT,2023-02-13T21:00:00,2023-02-14T09:00:00,Delayed,180,Qatar Airways
685abfc00f1531c3d1c71a3e,FL00473,AF635,CDG,PEK,2023-05-21T00:00:00,2023-05-21T08:00:00,Delayed,250,Lufthansa
685abfc00f1531c3d1c71a3f,FL00474,AF864,CDG,ZRH,2023-07-29T07:00:00,2023-07-29T11:00:00,Delayed,250,Lufthansa
685abfc00f1531c3d1c71a40,FL00475,AF799,CDG,DEL,2023-10-02T01:00:00,2023-10-02T05:00:00,Delayed,300,Emirates
685abfc00f1531c3d1c71a41,FL00476,AF725,CDG,JFK,2023-09-19T03:00:00,2023-09-19T13:00:00,Cancelled,300,Qatar Airways
685abfc00f1531c3d1c71a42,FL00477,AF325,CDG,HND,2023-02-26T03:00:00,2023-02-26T06:00:00,Cancelled,180,Lufthansa
685abfc00f1531c3d1c71a43,FL00478,AF358,CDG,DEL,2023-05-15T15:00:00,2023-05-15T21:00:00,Delayed,220,Emirates
685abfc00f1531c3d1c71a44,FL00479,AF150,CDG,HND,2023-12-05T15:00:00,2023-12-05T17:00:00,Cancelled,180,KLM
685abfc00f1531c3d1c71a45,FL00480,AF188,CDG,JNB,2023-01-06T03:00:00,2023-01-06T15:00:00,Cancelled,180,KLM
685abfc00f1531c3d1c71a46,FL00481,AF679,CDG,DXB,2023-04-07T17:00:00,2023-04-08T00:00:00,Cancelled,250,United Airlines
685abfc00f1531c3d1c71a47,FL00482,AF287,CDG,MAD,2023-06-05T23:00:00,2023-06-06T04:00:00,Delayed,220,British Airways
685abfc00f1531c3d1c71a48,FL00483,AF717,CDG,BOM,2023-10-02T07:00:00,2023-10-02T16:00:00,Cancelled,180,KLM
685abfc00f1531c3d1c71a49,FL00484,AF740,CDG,LIS,2023-01-05T05:00:00,2023-01-05T13:00:00,On Time,220,Air France
685abfc00f1531c3d1c71a4a,FL00485,AF360,CDG,JNB,2023-01-10T11:00:00,2023-01-10T17:00:00,Cancelled,220,British Airways
685abfc00f1531c3d1c71a4b,FL00486,AF785,CDG,MAD,2023-12-27T01:00:00,2023-12-27T07:00:00,Cancelled,250,Singapore Airlines
685abfc00f1531c3d1c71a4c,FL00487,AF318,CDG,BOM,2023-10-30T01:00:00,2023-10-30T06:00:00,Delayed,180,Lufthansa
685abfc00f1531c3d1c71a4d,FL00488,AF340,CDG,YUL,2023-01-15T20:00:00,2023-01-16T01:00:00,Cancelled,220,Emirates
685abfc00f1531c3d1c71a4e,FL00489,AF435,CDG,CPT,2023-12-30T12:00:00,2023-12-31T00:00:00,Delayed,180,Air France
685abfc00f1531c3d1c71a4f,FL00490,AF604,CDG,MEX,2023-08-23T16:00:00,2023-08-24T02:00:00,Cancelled,180,United Airlines
685abfc00f1531c3d1c71a50,FL00491,AF749,CDG,SFO,2023-07-18T11:00:00,2023-07-18T22:00:00,Cancelled,220,Air France
685abfc00f1531c3d1c71a51,FL00492,AF736,CDG,LIS,2023-01-24T03:00:00,2023-01-24T09:00:00,Cancelled,250,United Airlines
685abfc00f1531c3d1c71a52,FL00493,AF218,CDG,JFK,2023-09-27T09:00:00,2023-09-27T13:00:00,On Time,300,British Airways
685abfc00f1531c3d1c71a53,FL00494,AF693,CDG,JFK,2023-07-04T23:00:00,2023-07-05T08:00:00,On Time,220,Lufthansa
685abfc00f1531c3d1c71a54,FL00495,AF856,CDG,DEL,2023-12-02T17:00:00,2023-12-02T19:00:00,On Time,250,KLM
685abfc00f1531c3d1c71a55,FL00496,AF285,CDG,JFK,2023-03-29T11:00:00,2023-03-29T13:00:00,Delayed,300,United Airlines
685abfc00f1531c3d1c71a56,FL00497,AF180,CDG,MEX,2023-10-25T03:00:00,2023-10-25T15:00:00,Delayed,300,Lufthansa
685abfc00f1531c3d1c71a57,FL00498,AF241,CDG,AMS,2023-07-27T04:00:00,2023-07-27T11:00:00,On Time,180,British Airways
685abfc00f1531c3d1c71a58,FL00499,AF208,CDG,NRT,2023-03-25T07:00:00,2023-03-25T16:00:00,Cancelled,300,Qatar Airways
685abfc00f1531c3d1c71a59,FL00500,AF233,CDG,LAX,2023-12-23T08:00:00,2023-12-23T16:00:00,Delayed,220,KLM
685abfc00f1531c3d1c71a5a,FL00501,AF794,CDG,FRA,2023-05-22T13:00:00,2023-05-22T15:00:00,On Time,220,Emirates
685abfc00f1531c3d1c71a5b,FL00502,AF146,CDG,DEL,2023-05-19T03:00:00,2023-05-19T05:00:00,Delayed,300,Air France
685abfc00f1531c3d1c71a5c,FL00503,AF386,CDG,AMS,2023-12-16T22:00:00,2023-12-17T07:00:00,On Time,220,KLM
685abfc00f1531c3d1c71a5d,FL00504,AF664,CDG,YUL,2023-12-30T21:00:00,2023-12-31T01:00:00,On Time,180,KLM
685abfc00f1531c3d1c71a5e,FL00505,AF583,CDG,NRT,2023-05-27T12:00:00,2023-05-27T15:00:00,On Time,180,Lufthansa
685abfc00f1531c3d1c71a5f,FL00506,AF253,CDG,DXB,2023-01-29T10:00:00,2023-01-29T12:00:00,Cancelled,300,British Airways
685abfc00f1531c3d1c71a60,FL00507,AF914,CDG,DEL,2023-04-30T10:00:00,2023-04-30T13:00:00,On Time,250,Singapore Airlines
685abfc00f1531c3d1c71a61,FL00508,AF169,CDG,PEK,2023-04-08T18:00:00,2023-04-09T02:00:00,On Time,250,KLM
685abfc00f1531c3d1c71a62,FL00509,AF990,CDG,HND,2023-03-24T19:00:00,2023-03-25T07:00:00,Delayed,180,KLM
685abfc00f1531c3d1c71a63,FL00510,AF880,CDG,MAD,2023-11-07T16:00:00,2023-11-07T22:00:00,Delayed,220,Singapore Airlines
685abfc00f1531c3d1c71a64,FL00511,AF735,CDG,ICN,2023-05-29T03:00:00,2023-05-29T06:00:00,Cancelled,300,Air France
685abfc00f1531c3d1c71a65,FL00512,AF721,CDG,AMS,2023-01-01T17:00:00,2023-01-02T00:00:00,Cancelled,180,KLM
685abfc00f1531c3d1c71a66,FL00513,AF308,CDG,AMS,2023-03-30T10:00:00,2023-03-30T22:00:00,On Time,220,United Airlines
685abfc00f1531c3d1c71a67,FL00514,AF604,CDG,ICN,2023-04-04T07:00:00,2023-04-04T10:00:00,Delayed,180,British Airways
685abfc00f1531c3d1c71a68,FL00515,AF998,CDG,JFK,2023-03-17T07:00:00,2023-03-17T16:00:00,Delayed,300,British Airways
685abfc00f1531c3d1c71a69,FL00516,AF151,CDG,DEL,2023-05-18T15:00:00,2023-05-18T23:00:00,On Time,180,Emirates
685abfc00f1531c3d1c71a6a,FL00517,AF888,CDG,HND,2023-05-16T23:00:00,2023-05-17T04:00:00,Delayed,250,Air France
685abfc00f1531c3d1c71a6b,FL00518,AF558,CDG,JFK,2023-12-09T08:00:00,2023-12-09T14:00:00,Delayed,300,Air France
685abfc00f1531c3d1c71a6c,FL00519,AF605,CDG,ICN,2023-07-25T07:00:00,2023-07-25T15:00:00,Cancelled,300,Qatar Airways
685abfc00f1531c3d1c71a6d,FL00520,AF418,CDG,JNB,2023-12-07T07:00:00,2023-12-07T11:00:00,Delayed,180,Qatar Airways
685abfc00f1531c3d1c71a6e,FL00521,AF610,CDG,ICN,2023-08-03T02:00:00,2023-08-03T04:00:00,Cancelled,250,KLM
685abfc00f1531c3d1c71a6f,FL00522,AF280,CDG,PEK,2023-09-09T22:00:00,2023-09-10T02:00:00,Cancelled,300,United Airlines
685abfc00f1531c3d1c71a70,FL00523,AF389,CDG,NRT,2023-11-19T18:00:00,2023-11-20T03:00:00,Cancelled,250,United Airlines
685abfc00f1531c3d1c71a71,FL00524,AF892,CDG,SFO,2023-09-29T22:00:00,2023-09-30T01:00:00,Cancelled,300,Lufthansa
685abfc00f1531c3d1c71a72,FL00525,AF183,CDG,BKK,2023-05-15T10:00:00,2023-05-15T12:00:00,On Time,300,Air France
685abfc00f1531c3d1c71a73,FL00526,AF259,CDG,DEL,2023-06-26T13:00:00,2023-06-26T16:00:00,On Time,180,Lufthansa
685abfc00f1531c3d1c71a74,FL00527,AF640,CDG,MEX,2023-04-14T20:00:00,2023-04-15T06:00:00,On Time,300,Qatar Airways
685abfc00f1531c3d1c71a75,FL00528,AF695,CDG,YUL,2023-04-02T02:00:00,2023-04-02T07:00:00,Cancelled,250,KLM
685abfc00f1531c3d1c71a76,FL00529,AF883,CDG,LIS,2023-04-15T12:00:00,2023-04-16T00:00:00,Cancelled,300,Emirates
685abfc00f1531c3d1c71a77,FL00530,AF406,CDG,BKK,2023-04-09T05:00:00,2023-04-09T09:00:00,On Time,180,Qatar Airways
685abfc00f1531c3d1c71a78,FL00531,AF408,CDG,ICN,2023-11-20T12:00:00,2023-11-20T19:00:00,On Time,250,United Airlines
685abfc00f1531c3d1c71a79,FL00532,AF765,CDG,ICN,2023-08-13T13:00:00,2023-08-13T20:00:00,Delayed,250,Singapore Airlines
685abfc00f1531c3d1c71a7a,FL00533,AF644,CDG,DEL,2023-01-11T14:00:00,2023-01-11T23:00:00,On Time,220,Air France
685abfc00f1531c3d1c71a7b,FL00534,AF737,CDG,SFO,2023-10-15T11:00:00,2023-10-15T18:00:00,Cancelled,300,United Airlines
685abfc00f1531c3d1c71a7c,FL00535,AF130,CDG,LIS,2023-06-03T07:00:00,2023-06-03T17:00:00,Delayed,180,Singapore Airlines
685abfc00f1531c3d1c71a7d,FL00536,AF114,CDG,MEX,2023-12-29T16:00:00,2023-12-29T21:00:00,Delayed,180,Emirates
685abfc00f1531c3d1c71a7e,FL00537,AF281,CDG,JNB,2023-09-05T09:00:00,2023-09-05T16:00:00,Delayed,220,United Airlines
685abfc00f1531c3d1c71a7f,FL00538,AF522,CDG,NRT,2023-08-14T22:00:00,2023-08-15T03:00:00,Delayed,180,KLM
685abfc00f1531c3d1c71a80,FL00539,AF289,CDG,LAX,2023-03-06T16:00:00,2023-03-07T04:00:00,On Time,180,KLM
685abfc00f1531c3d1c71a81,FL00540,AF777,CDG,HND,2023-06-23T04:00:00,2023-06-23T07:00:00,Delayed,250,United Airlines
685abfc00f1531c3d1c71a82,FL00541,AF333,CDG,LAX,2023-04-22T07:00:00,2023-04-22T14:00:00,Cancelled,300,Lufthansa
685abfc00f1531c3d1c71a83,FL00542,AF253,CDG,YUL,2023-05-02T16:00:00,2023-05-02T19:00:00,Cancelled,300,United Airlines
685abfc00f1531c3d1c71a84,FL00543,AF750,CDG,FRA,2023-12-20T03:00:00,2023-12-20T13:00:00,On Time,220,KLM
685abfc00f1531c3d1c71a85,FL00544,AF136,CDG,FRA,2023-02-10T14:00:00,2023-02-10T19:00:00,Cancelled,300,Qatar Airways
685abfc00f1531c3d1c71a86,FL00545,AF819,CDG,ICN,2023-06-05T04:00:00,2023-06-05T09:00:00,Cancelled,180,Singapore Airlines
685abfc00f1531c3d1c71a87,FL00546,AF789,CDG,MEX,2023-07-03T05:00:00,2023-07-03T14:00:00,Delayed,220,Qatar Airways
685abfc00f1531c3d1c71a88,FL00547,AF272,CDG,ZRH,2023-07-29T08:00:00,2023-07-29T19:00:00,Cancelled,180,Lufthansa
685abfc00f1531c3d1c71a89,FL00548,AF890,CDG,ICN,2023-07-30T03:00:00,2023-07-30T15:00:00,Delayed,180,British Airways
685abfc00f1531c3d1c71a8a,FL00549,AF931,CDG,BKK,2023-09-03T19:00:00,2023-09-04T07:00:00,On Time,180,Qatar Airways
685abfc00f1531c3d1c71a8b,FL00550,AF475,CDG,BOM,2023-12-27T05:00:00,2023-12-27T14:00:00,Delayed,220,Emirates
685abfc00f1531c3d1c71a8c,FL00551,AF195,CDG,ICN,2023-02-09T09:00:00,2023-02-09T20:00:00,On Time,220,United Airlines
685abfc00f1531c3d1c71a8d,FL00552,AF746,CDG,LIS,2023-02-16T21:00:00,2023-02-17T08:00:00,On Time,300,United Airlines
685abfc00f1531c3d1c71a8e,FL00553,AF380,CDG,ZRH,2023-02-11T21:00:00,2023-02-12T07:00:00,Cancelled,250,Air France
685abfc00f1531c3d1c71a8f,FL00554,AF785,CDG,PEK,2023-07-06T14:00:00,2023-07-06T16:00:00,Cancelled,250,Emirates
685abfc00f1531c3d1c71a90,FL00555,AF565,CDG,HND,2023-07-08T23:00:00,2023-07-09T09:00:00,Delayed,250,United Airlines
685abfc00f1531c3d1c71a91,FL00556,AF584,CDG,LIS,2023-04-05T04:00:00,2023-04-05T06:00:00,On Time,180,British Airways
685abfc00f1531c3d1c71a92,FL00557,AF580,CDG,FRA,2023-08-18T19:00:00,2023-08-19T00:00:00,Cancelled,250,Lufthansa
685abfc00f1531c3d1c71a93,FL00558,AF886,CDG,ZRH,2023-11-30T07:00:00,2023-11-30T15:00:00,On Time,300,Lufthansa
685abfc00f1531c3d1c71a94,FL00559,AF211,CDG,BOM,2023-11-30T10:00:00,2023-11-30T18:00:00,Cancelled,300,KLM
685abfc00f1531c3d1c71a95,FL00560,AF460,CDG,LIS,2023-06-05T08:00:00,2023-06-05T19:00:00,Cancelled,180,Lufthansa
685abfc00f1531c3d1c71a96,FL00561,AF890,CDG,CPT,2023-01-28T12:00:00,2023-01-28T14:00:00,On Time,250,Singapore Airlines
685abfc00f1531c3d1c71a97,FL00562,AF710,CDG,PEK,2023-10-30T15:00:00,2023-10-30T17:00:00,Cancelled,300,Lufthansa
685abfc00f1531c3d1c71a98,FL00563,AF281,CDG,JFK,2023-03-31T16:00:00,2023-03-31T21:00:00,On Time,300,British Airways
685abfc00f1531c3d1c71a99,FL00564,AF776,CDG,JNB,2023-03-08T03:00:00,2023-03-08T05:00:00,Cancelled,250,Emirates
685abfc00f1531c3d1c71a9a,FL00565,AF134,CDG,NRT,2023-02-18T20:00:00,2023-02-19T08:00:00,On Time,180,Emirates
685abfc00f1531c3d1c71a9b,FL00566,AF751,CDG,SFO,2023-11-25T00:00:00,2023-11-25T04:00:00,Delayed,180,KLM
685abfc00f1531c3d1c71a9c,FL00567,AF382,CDG,DEL,2023-09-06T14:00:00,2023-09-06T22:00:00,Cancelled,220,Lufthansa
685abfc00f1531c3d1c71a9d,FL00568,AF581,CDG,ICN,2023-12-29T08:00:00,2023-12-29T15:00:00,Cancelled,180,Air France
685abfc00f1531c3d1c71a9e,FL00569,AF369,CDG,BKK,2023-12-09T04:00:00,2023-12-09T16:00:00,Cancelled,180,Air France
685abfc00f1531c3d1c71a9f,FL00570,AF138,CDG,DXB,2023-01-20T16:00:00,2023-01-21T01:00:00,Cancelled,300,Singapore Airlines
685abfc00f1531c3d1c71aa0,FL00571,AF831,CDG,BKK,2023-07-25T00:00:00,2023-07-25T06:00:00,Delayed,300,Singapore Airlines
685abfc00f1531c3d1c71aa1,FL00572,AF470,CDG,DEL,2023-09-28T04:00:00,2023-09-28T08:00:00,Cancelled,180,British Airways
685abfc00f1531c3d1c71aa2,FL00573,AF954,CDG,MEX,2023-06-14T00:00:00,2023-06-14T02:00:00,On Time,220,Air France
685abfc00f1531c3d1c71aa3,FL00574,AF307,CDG,MEX,2023-12-06T15:00:00,2023-12-07T01:00:00,On Time,220,Singapore Airlines
685abfc00f1531c3d1c71aa4,FL00575,AF531,CDG,LAX,2023-06-22T10:00:00,2023-06-22T20:00:00,Delayed,220,Emirates
685abfc00f1531c3d1c71aa5,FL00576,AF653,CDG,LAX,2023-07-02T00:00:00,2023-07-02T07:00:00,On Time,220,Singapore Airlines
685abfc00f1531c3d1c71aa6,FL00577,AF548,CDG,FRA,2023-07-24T05:00:00,2023-07-24T13:00:00,Delayed,250,KLM
685abfc00f1531c3d1c71aa7,FL00578,AF890,CDG,ZRH,2023-02-14T07:00:00,2023-02-14T15:00:00,Delayed,180,Air France
685abfc00f1531c3d1c71aa8,FL00579,AF241,CDG,MEX,2023-07-17T23:00:00,2023-07-18T01:00:00,On Time,220,KLM
685abfc00f1531c3d1c71aa9,FL00580,AF821,CDG,HND,2023-03-21T00:00:00,2023-03-21T11:00:00,On Time,220,Qatar Airways
685abfc00f1531c3d1c71aaa,FL00581,AF241,CDG,PEK,2023-09-17T11:00:00,2023-09-17T16:00:00,On Time,220,Qatar Airways
685abfc00f1531c3d1c71aab,FL00582,AF327,CDG,MAD,2023-12-23T17:00:00,2023-12-23T20:00:00,On Time,300,Singapore Airlines
685abfc00f1531c3d1c71aac,FL00583,AF366,CDG,ICN,2023-07-24T02:00:00,2023-07-24T06:00:00,Cancelled,220,United Airlines
685abfc00f1531c3d1c71aad,FL00584,AF226,CDG,DEL,2023-01-07T00:00:00,2023-01-07T11:00:00,Cancelled,220,Emirates
685abfc00f1531c3d1c71aae,FL00585,AF331,CDG,DEL,2023-03-14T06:00:00,2023-03-14T10:00:00,Delayed,250,British Airways
685abfc00f1531c3d1c71aaf,FL00586,AF455,CDG,YUL,2023-10-02T05:00:00,2023-10-02T14:00:00,On Time,220,Lufthansa
685abfc00f1531c3d1c71ab0,FL00587,AF413,CDG,BKK,2023-11-09T07:00:00,2023-11-09T19:00:00,Cancelled,220,Singapore Airlines
685abfc00f1531c3d1c71ab1,FL00588,AF149,CDG,HND,2023-11-02T19:00:00,2023-11-03T05:00:00,On Time,220,KLM
685abfc00f1531c3d1c71ab2,FL00589,AF117,CDG,BOM,2023-01-29T04:00:00,2023-01-29T12:00:00,On Time,250,Emirates
685abfc00f1531c3d1c71ab3,FL00590,AF686,CDG,AMS,2023-04-05T04:00:00,2023-04-05T06:00:00,On Time,180,Emirates
685abfc00f1531c3d1c71ab4,FL00591,AF948,CDG,BOM,2023-08-11T00:00:00,2023-08-11T12:00:00,On Time,180,United Airlines
685abfc00f1531c3d1c71ab5,FL00592,AF871,CDG,MEX,2023-09-18T06:00:00,2023-09-18T09:00:00,On Time,220,British Airways
685abfc00f1531c3d1c71ab6,FL00593,AF155,CDG,ICN,2023-06-23T20:00:00,2023-06-23T22:00:00,On Time,300,KLM
685abfc00f1531c3d1c71ab7,FL00594,AF453,CDG,ZRH,2023-03-17T23:00:00,2023-03-18T04:00:00,Cancelled,300,Lufthansa
685abfc00f1531c3d1c71ab8,FL00595,AF255,CDG,CPT,2023-01-21T12:00:00,2023-01-21T17:00:00,On Time,250,Emirates
685abfc00f1531c3d1c71ab9,FL00596,AF760,CDG,BOM,2023-08-24T22:00:00,2023-08-25T05:00:00,Cancelled,250,Qatar Airways
685abfc00f1531c3d1c71aba,FL00597,AF828,CDG,DXB,2023-12-12T02:00:00,2023-12-12T11:00:00,Delayed,300,Singapore Airlines
685abfc00f1531c3d1c71abb,FL00598,AF158,CDG,ICN,2023-01-26T07:00:00,2023-01-26T09:00:00,Cancelled,220,Singapore Airlines
685abfc00f1531c3d1c71abc,FL00599,AF627,CDG,JNB,2023-11-10T01:00:00,2023-11-10T09:00:00,Delayed,250,Qatar Airways
685abfc00f1531c3d1c71abd,FL00600,AF954,CDG,SFO,2023-06-01T20:00:00,2023-06-02T02:00:00,Delayed,250,Qatar Airways
685abfc00f1531c3d1c71abe,FL00601,AF926,CDG,YUL,2023-04-12T18:00:00,2023-04-13T03:00:00,On Time,300,Air France
685abfc00f1531c3d1c71abf,FL00602,AF973,CDG,ZRH,2023-12-28T18:00:00,2023-12-28T23:00:00,Delayed,250,Emirates
685abfc00f1531c3d1c71ac0,FL00603,AF294,CDG,YUL,2023-09-08T14:00:00,2023-09-09T02:00:00,On Time,220,British Airways
685abfc00f1531c3d1c71ac1,FL00604,AF762,CDG,LAX,2023-07-07T11:00:00,2023-07-07T18:00:00,Cancelled,220,KLM
685abfc00f1531c3d1c71ac2,FL00605,AF859,CDG,BOM,2023-10-03T07:00:00,2023-10-03T10:00:00,On Time,180,Lufthansa
685abfc00f1531c3d1c71ac3,FL00606,AF991,CDG,AMS,2023-04-11T09:00:00,2023-04-11T17:00:00,On Time,180,United Airlines
685abfc00f1531c3d1c71ac4,FL00607,AF181,CDG,LIS,2023-01-25T16:00:00,2023-01-26T04:00:00,On Time,180,Emirates
685abfc00f1531c3d1c71ac5,FL00608,AF361,CDG,FRA,2023-02-22T00:00:00,2023-02-22T02:00:00,On Time,180,KLM
685abfc00f1531c3d1c71ac6,FL00609,AF728,CDG,HND,2023-09-17T20:00:00,2023-09-18T08:00:00,Cancelled,220,Emirates
685abfc00f1531c3d1c71ac7,FL00610,AF857,CDG,FRA,2023-02-17T11:00:00,2023-02-17T13:00:00,Delayed,220,Emirates
685abfc00f1531c3d1c71ac8,FL00611,AF326,CDG,ZRH,2023-01-12T19:00:00,2023-01-13T03:00:00,Cancelled,250,Emirates
685abfc00f1531c3d1c71ac9,FL00612,AF251,CDG,YUL,2023-08-14T07:00:00,2023-08-14T11:00:00,Cancelled,220,Emirates
685abfc00f1531c3d1c71aca,FL00613,AF848,CDG,DXB,2023-12-21T16:00:00,2023-12-22T01:00:00,Delayed,250,Air France
685abfc00f1531c3d1c71acb,FL00614,AF504,CDG,CPT,2023-10-04T21:00:00,2023-10-05T09:00:00,On Time,220,Air France
685abfc00f1531c3d1c71acc,FL00615,AF837,CDG,LIS,2023-02-22T22:00:00,2023-02-23T04:00:00,Delayed,250,Emirates
685abfc00f1531c3d1c71acd,FL00616,AF954,CDG,AMS,2023-07-26T15:00:00,2023-07-26T23:00:00,On Time,180,Lufthansa
685abfc00f1531c3d1c71ace,FL00617,AF769,CDG,CPT,2023-06-21T08:00:00,2023-06-21T20:00:00,Delayed,180,Singapore Airlines
